                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    389,                0.90478,                0.85993,                0.58046,                 1.0722,                0.91844,                0.97588,                0.98348,                 0.8284,                0.90334,                0.95726,                0.97564,                0.79125,                 1.2741,                 1.0647,                0.73329,                 1.2068,             0.00038634,             0.00038634,             0.00038634
                    390,                0.87099,                0.80879,                0.57764,                 1.0346,                0.88427,                0.95681,                0.98421,                0.78734,                0.88525,                0.95635,                 0.9828,                0.80789,                  1.327,                 1.0203,                0.75495,                 1.2286,             0.00038304,             0.00038304,             0.00038304
                    391,                0.83959,                0.69057,                0.54638,                 1.0641,                0.87158,                0.96939,                0.98466,                0.84286,                0.87158,                0.96939,                0.98466,                0.79668,                 1.2926,                 1.0501,                0.71771,                  1.232,             0.00037974,             0.00037974,             0.00037974
                    392,                 0.8563,                0.78378,                0.56029,                   1.04,                0.85442,                0.98053,                0.98244,                0.82446,                0.85442,                0.98053,                0.98244,                0.78582,                 1.2925,                  1.082,                0.70125,                 1.2449,             0.00037644,             0.00037644,             0.00037644
                    393,                0.86631,                0.75672,                0.55053,                 1.0562,                0.86193,                0.98333,                0.98414,                0.78189,                0.86193,                0.98333,                0.98414,                0.80123,                 1.2245,                0.96715,                0.70678,                 1.2164,             0.00037314,             0.00037314,             0.00037314
                    394,                0.89188,                 0.7497,                0.56596,                 1.0204,                0.90252,                0.98333,                0.98326,                0.77256,                0.87094,                0.95234,                0.97636,                0.79447,                 1.2348,                0.96102,                0.72859,                 1.2336,             0.00036984,             0.00036984,             0.00036984
                    395,                0.87505,                 0.8325,                0.55819,                 1.0528,                0.91583,                0.97983,                0.98384,                0.76613,                0.89846,                0.96316,                0.98046,                0.77716,                 1.2022,                0.92414,                 0.7368,                 1.1904,             0.00036654,             0.00036654,             0.00036654
                    396,                0.81217,                0.76524,                0.55094,                 1.0589,                0.92322,                0.95677,                0.98918,                0.83258,                0.92322,                0.95677,                0.98918,                0.79713,                 1.1288,                 0.8315,                0.67523,                  1.124,             0.00036324,             0.00036324,             0.00036324
                    397,                0.82355,                0.74262,                0.53981,                 1.0579,                0.90781,                0.96667,                0.99236,                0.85017,                0.90781,                0.96667,                0.99236,                0.80488,                 1.1003,                0.86732,                0.70839,                 1.1412,             0.00035994,             0.00035994,             0.00035994
                    398,                 0.8047,                0.70983,                0.54521,                 1.0273,                0.87509,                0.96667,                0.99356,                0.85705,                0.87509,                0.96667,                0.99356,                0.80881,                 1.1195,                0.91555,                0.71468,                 1.1606,             0.00035664,             0.00035664,             0.00035664
                    399,                0.81427,                0.74843,                0.52543,                 1.0829,                0.87653,                0.97716,                  0.992,                0.85444,                0.87653,                0.97716,                  0.992,                0.79951,                 1.1179,                0.98137,                0.69425,                 1.1832,             0.00035334,             0.00035334,             0.00035334
                    400,                0.84039,                0.72842,                0.57809,                 1.0442,                0.88734,                0.98333,                   0.98,                0.77511,                0.87463,                0.96667,                0.97869,                 0.7814,                 1.1336,                 1.0535,                0.72413,                 1.1476,             0.00035004,             0.00035004,             0.00035004
                    401,                0.87479,                0.79678,                 0.5834,                 1.0432,                0.89051,                0.98333,                 0.9714,                0.76527,                0.87392,                0.96667,                0.96609,                0.77063,                 1.1431,                 1.0669,                0.80144,                  1.138,             0.00034674,             0.00034674,             0.00034674
                    402,                0.79856,                0.72418,                0.55259,                 1.0501,                0.89947,                0.98333,                0.98716,                0.78849,                0.88306,                0.96667,                0.98127,                0.79903,                 1.1074,                 1.0196,                0.71433,                 1.1209,             0.00034344,             0.00034344,             0.00034344
                    403,                0.91806,                0.73778,                0.57761,                 1.0485,                 0.9047,                0.98333,                0.98119,                0.85062,                0.88957,                0.96667,                0.97949,                0.79731,                 1.0942,                0.97857,                0.69231,                 1.1185,             0.00034013,             0.00034013,             0.00034013
                    404,                0.83676,                0.73756,                0.56495,                 1.0514,                0.95092,                0.98333,                0.99154,                0.84099,                0.93606,                0.96817,                0.99104,                0.81534,                 1.1095,                0.92684,                0.68489,                 1.1389,             0.00033683,             0.00033683,             0.00033683
                    405,                0.90642,                0.79641,                0.57714,                 1.0279,                0.96256,                0.98333,                0.97358,                0.83109,                0.96256,                0.98333,                0.97358,                0.79536,                 1.2199,                0.93203,                0.70239,                 1.1793,             0.00033353,             0.00033353,             0.00033353
                    406,                0.81224,                0.71249,                0.53786,                 1.0147,                0.95705,                0.98098,                0.97133,                0.83015,                0.95705,                0.98098,                0.97133,                0.78464,                  1.239,                0.98093,                0.72108,                 1.1799,             0.00033023,             0.00033023,             0.00033023
                    407,                0.89525,                0.79333,                0.54357,                 1.0323,                0.90978,                0.96667,                0.98832,                0.82983,                0.90978,                0.96667,                0.98832,                0.80584,                 1.2429,                0.98036,                 0.7247,                 1.1794,             0.00032693,             0.00032693,             0.00032693
                    408,                0.87878,                0.82534,                0.56448,                 1.0313,                0.82955,                0.96667,                0.94787,                0.80878,                0.84619,                0.98333,                0.96713,                0.79571,                   1.23,                0.93451,                0.75898,                 1.2023,             0.00032363,             0.00032363,             0.00032363
                    409,                0.89387,                0.71208,                0.56919,                 1.0683,                0.83887,                0.97947,                0.97466,                0.79869,                0.83887,                0.97947,                0.97466,                0.79675,                  1.323,                 0.9418,                0.75223,                 1.2626,             0.00032033,             0.00032033,             0.00032033
                    410,                0.88503,                0.68094,                0.57857,                 1.0285,                0.82313,                0.97761,                  0.975,                0.80933,                0.81453,                0.96667,                0.97403,                0.79755,                 1.2692,                 0.9923,                0.74639,                 1.2029,             0.00031703,             0.00031703,             0.00031703
                    411,                0.85278,                0.71017,                0.54805,                  1.028,                0.86178,                0.96502,                0.99364,                0.82677,                0.86652,                0.94959,                0.99166,                0.79657,                 1.1768,                 1.0219,                0.74079,                 1.1429,             0.00031373,             0.00031373,             0.00031373
                    412,                0.90939,                0.78083,                0.57227,                 1.0239,                  0.816,                0.93905,                0.96478,                0.83778,                0.83273,                0.95612,                0.98123,                0.78182,                 1.1193,                0.94208,                0.70745,                 1.1343,             0.00031043,             0.00031043,             0.00031043
                    413,                0.87303,                0.71684,                0.56543,                 1.0316,                0.79776,                0.93603,                0.96275,                0.83237,                0.81552,                0.95269,                0.98148,                0.80062,                 1.1483,                0.92298,                0.73131,                 1.1352,             0.00030713,             0.00030713,             0.00030713
                    414,                0.88806,                0.75841,                0.58984,                 1.0292,                0.84836,                0.95652,                0.98918,                0.83257,                  0.853,                   0.95,                0.98802,                0.81123,                  1.185,                0.95287,                0.71453,                 1.1188,             0.00030383,             0.00030383,             0.00030383
                    415,                0.87012,                0.78108,                0.57067,                 1.0381,                0.85327,                0.95118,                0.98616,                0.81796,                0.85867,                0.94877,                0.98042,                0.79253,                 1.2286,                 1.0042,                0.76859,                 1.1216,             0.00030053,             0.00030053,             0.00030053
                    416,                0.89075,                0.81668,                0.55429,                 1.0305,                0.82789,                0.98333,                0.98093,                0.82569,                0.81251,                0.96767,                0.98043,                0.78759,                 1.1586,                 1.0563,                0.79756,                 1.1434,             0.00029723,             0.00029723,             0.00029723
                    417,                0.85551,                0.84255,                  0.573,                 1.0395,                0.78325,                0.97631,                0.97403,                 0.8187,                0.76377,                0.96059,                0.96995,                0.78711,                 1.1622,                 1.0345,                 0.8092,                 1.1728,             0.00029393,             0.00029393,             0.00029393
                    418,                0.85583,                0.76405,                0.53924,                 1.0511,                0.77588,                0.96667,                0.97445,                0.81304,                0.76579,                0.96974,                0.96974,                 0.7921,                  1.186,                 1.0259,                0.80721,                 1.1767,             0.00029062,             0.00029062,             0.00029062
                    419,                0.84941,                0.75615,                0.53527,                 1.0344,                0.80239,                0.98333,                0.97618,                0.81732,                0.78276,                0.97587,                0.97138,                0.79225,                 1.1995,                 1.0163,                0.80082,                 1.1658,             0.00028732,             0.00028732,             0.00028732
                    420,                0.78137,                0.67424,                0.51109,                  1.026,                 0.8551,                0.98333,                0.98402,                0.79246,                0.84018,                0.96891,                0.98352,                0.79234,                   1.18,                 1.0208,                0.75797,                 1.1379,             0.00028402,             0.00028402,             0.00028402
                    421,                0.82814,                0.75667,                0.51827,                  1.025,                0.86947,                0.98333,                0.98368,                0.84153,                0.86947,                0.98333,                0.98368,                0.80514,                 1.1501,                0.99132,                0.72557,                 1.1161,             0.00028072,             0.00028072,             0.00028072
                    422,                0.85664,                0.77607,                0.54134,                 1.0225,                0.89291,                0.98333,                0.98592,                 0.7997,                0.89291,                0.98333,                0.98592,                0.80061,                 1.1238,                0.99638,                0.69131,                 1.0919,             0.00027742,             0.00027742,             0.00027742
                    423,                0.80079,                0.71182,                 0.5312,                 1.0015,                0.89359,                0.98333,                 0.9875,                0.78877,                0.89359,                0.98333,                 0.9875,                0.79677,                 1.1702,                0.97783,                0.71083,                  1.121,             0.00027412,             0.00027412,             0.00027412
                    424,                0.86329,                0.75913,                0.55644,                 1.0364,                0.89718,                0.98333,                0.98662,                0.85674,                0.89718,                0.98333,                0.98833,                0.80242,                 1.0772,                   0.96,                0.67438,                 1.0847,             0.00027082,             0.00027082,             0.00027082
                    425,                0.84157,                0.79983,                 0.5482,                 1.0415,                0.89469,                0.98333,                0.98321,                0.85337,                0.89469,                0.98333,                0.98321,                0.79007,                 1.0725,                0.94739,                0.66059,                 1.0782,             0.00026752,             0.00026752,             0.00026752
                    426,                0.84308,                0.72033,                0.54856,                 1.0634,                0.91355,                0.97256,                0.99125,                 0.7988,                0.91355,                0.97256,                0.99406,                0.79657,                 1.1342,                0.99624,                0.69223,                 1.0976,             0.00026422,             0.00026422,             0.00026422
                    427,                0.78154,                0.70549,                 0.5316,                  1.035,                 0.9128,                0.96933,                0.98978,                0.83975,                 0.9128,                0.96933,                0.99324,                0.79883,                 1.1534,                 1.0417,                0.74545,                 1.1026,             0.00026092,             0.00026092,             0.00026092
                    428,                0.77553,                0.67042,                 0.5013,                 1.0358,                0.91576,                0.96667,                0.98713,                0.85155,                0.91576,                0.96667,                0.98713,                0.74894,                 1.1592,                 1.0324,                0.74041,                 1.1106,             0.00025762,             0.00025762,             0.00025762
                    429,                0.77382,                0.73705,                0.51505,                 1.0002,                0.91423,                0.97866,                0.98544,                0.80728,                0.91423,                0.97866,                0.98544,                 0.7512,                 1.2097,                 1.0681,                0.65631,                 1.1636,             0.00025432,             0.00025432,             0.00025432
                    430,                0.79483,                0.73161,                0.50709,                 1.0183,                0.90228,                0.96667,                0.98436,                0.85585,                0.90228,                0.96667,                0.98436,                0.74975,                 1.1558,                 1.1408,                0.63918,                 1.1344,             0.00025102,             0.00025102,             0.00025102
                    431,                0.75513,                0.69688,                0.48801,                 1.0248,                0.87614,                0.98333,                0.97358,                0.84963,                0.87614,                0.98333,                0.97358,                0.74616,                 1.1223,                 1.1623,                0.63315,                 1.1255,             0.00024772,             0.00024772,             0.00024772
                    432,                0.81057,                0.75839,                0.50589,                0.99447,                0.88992,                0.96667,                 0.9729,                0.83665,                0.88992,                0.96667,                 0.9729,                0.78464,                 1.1396,                 1.1174,                0.64088,                 1.1598,             0.00024442,             0.00024442,             0.00024442
                    433,                0.83702,                0.69595,                0.54793,                 1.0306,                  0.891,                0.96667,                0.97077,                0.82642,                  0.891,                0.96667,                0.97077,                0.77976,                 1.1482,                 1.0327,                0.67088,                 1.1806,             0.00024111,             0.00024111,             0.00024111
                    434,                0.80362,                0.69915,                0.52192,                 1.0335,                0.87656,                0.98333,                0.96878,                0.82671,                0.87656,                0.98333,                0.96878,                0.77308,                 1.1765,                0.96327,                0.66524,                 1.2123,             0.00023781,             0.00023781,             0.00023781
                    435,                0.80474,                0.78458,                0.52034,                 1.0056,                0.87361,                0.98333,                0.98218,                0.78531,                0.87361,                0.98333,                0.98218,                0.78387,                 1.1662,                0.94718,                0.65964,                 1.1862,             0.00023451,             0.00023451,             0.00023451
                    436,                0.80048,                0.76019,                0.51352,                 1.0268,                0.86629,                0.98333,                0.98335,                0.84001,                0.86629,                0.98333,                0.99197,                 0.7897,                  1.172,                 0.9452,                0.67051,                 1.1882,             0.00023121,             0.00023121,             0.00023121
                    437,                0.78266,                0.68923,                0.50576,                 0.9869,                0.88638,                0.97836,                0.98492,                0.82652,                0.88638,                0.97836,                0.99406,                0.79315,                 1.1683,                0.93999,                0.66468,                 1.1866,             0.00022791,             0.00022791,             0.00022791
                    438,                0.78542,                 0.7822,                0.50982,                 1.0252,                0.87916,                0.98333,                0.99406,                0.83468,                0.86566,                0.96916,                0.99356,                0.80569,                 1.1444,                 0.9117,                0.67601,                 1.1807,             0.00022461,             0.00022461,             0.00022461
                    439,                0.75762,                0.67871,                0.49772,                0.98813,                0.89007,                0.98793,                  0.995,                0.83888,                0.87836,                0.96979,                 0.9929,                0.81322,                 1.1088,                0.94199,                0.66564,                 1.1567,             0.00022131,             0.00022131,             0.00022131
                    440,                0.78573,                0.71443,                0.51702,                 1.0235,                0.89727,                0.98333,                0.99452,                0.85863,                0.88382,                 0.9748,                 0.9929,                 0.8169,                   1.07,                0.95494,                0.65119,                 1.1635,             0.00021801,             0.00021801,             0.00021801
                    441,                0.82087,                0.70886,                  0.521,                 1.0288,                0.90219,                0.98333,                0.99452,                0.80977,                0.90219,                0.98333,                0.99452,                0.81393,                 1.0724,                0.93563,                0.64623,                 1.1701,             0.00021471,             0.00021471,             0.00021471
                    442,                0.77602,                0.79065,                0.48897,                 1.0323,                0.91052,                0.98748,                  0.995,                0.85361,                0.91052,                0.98748,                  0.995,                0.80592,                  1.133,                0.91809,                0.63985,                 1.1991,             0.00021141,             0.00021141,             0.00021141
                    443,                0.75459,                0.68818,                0.49778,                0.99377,                 0.8902,                0.98333,                0.98044,                0.78374,                 0.8902,                0.98333,                0.98906,                0.80437,                 1.1906,                0.93085,                0.64089,                 1.2147,             0.00020811,             0.00020811,             0.00020811
                    444,                 0.8333,                0.79334,                0.55739,                 1.0586,                0.90456,                0.98589,                  0.995,                0.80214,                0.90456,                0.98589,                  0.995,                0.80991,                 1.0944,                0.92125,                0.65043,                 1.1919,             0.00020481,             0.00020481,             0.00020481
                    445,                0.76309,                0.67694,                0.50457,                0.99407,                0.89129,                0.98558,                  0.995,                0.80796,                0.89129,                0.98558,                  0.995,                0.80456,                 1.0854,                0.89927,                0.65926,                 1.1799,             0.00020151,             0.00020151,             0.00020151
                    446,                0.80818,                0.67318,                 0.5076,                0.99045,                0.85768,                 0.9859,                0.98855,                0.84515,                0.85768,                 0.9859,                0.98855,                0.80403,                 1.1056,                0.87779,                0.65014,                 1.1588,             0.00019821,             0.00019821,             0.00019821
                    447,                0.79617,                0.74092,                0.50056,                 1.0346,                0.84754,                0.98519,                0.98919,                 0.7967,                0.84754,                0.98519,                0.98919,                0.80406,                 1.1061,                0.86714,                 0.6438,                 1.1516,             0.00019491,             0.00019491,             0.00019491
                    448,                0.82223,                0.67266,                0.53824,                 1.0256,                0.85286,                0.98519,                0.98532,                0.84583,                0.85286,                0.98519,                0.98532,                0.80564,                 1.1187,                0.85638,                0.65701,                 1.1435,              0.0001916,              0.0001916,              0.0001916
                    449,                  0.768,                0.74291,                0.52249,                 1.0047,                0.88314,                0.98513,                  0.995,                0.84971,                0.88314,                0.98513,                  0.995,                0.80935,                  1.143,                0.83667,                0.63312,                 1.1304,              0.0001883,              0.0001883,              0.0001883
                    450,                0.77586,                0.76732,                0.50504,                0.98734,                0.87879,                0.98489,                0.99177,                0.79068,                0.87879,                0.98489,                0.99177,                 0.7961,                  1.125,                0.83137,                0.61363,                 1.1141,               0.000185,               0.000185,               0.000185
                    451,                0.80518,                0.75563,                 0.5361,                 1.0265,                0.88831,                0.98333,                0.99356,                0.80043,                0.88831,                0.98333,                0.99356,                0.79675,                  1.135,                0.84929,                0.60895,                 1.1178,              0.0001817,              0.0001817,              0.0001817
                    452,                0.79913,                0.74453,                0.50724,                0.98669,                0.88705,                0.98333,                0.98492,                0.80448,                0.88705,                0.98333,                0.98492,                0.80671,                 1.1153,                0.89755,                0.62008,                 1.1198,              0.0001784,              0.0001784,              0.0001784
                    453,                0.76907,                0.73018,                0.50853,                 1.0147,                 0.8937,                0.98333,                0.98483,                  0.815,                 0.8937,                0.98333,                0.98483,                0.80573,                 1.0924,                0.94528,                0.62284,                 1.1236,              0.0001751,              0.0001751,              0.0001751
                    454,                0.78013,                0.68898,                0.49852,                 1.0236,                 0.8973,                0.98333,                 0.9845,                0.80877,                 0.8973,                0.98333,                 0.9845,                0.80641,                 1.0699,                0.98921,                0.63276,                 1.0992,              0.0001718,              0.0001718,              0.0001718
                    455,                 0.7447,                0.67705,                 0.4791,                0.97949,                0.89794,                0.98333,                0.98458,                0.80801,                0.89794,                0.98333,                0.98458,                0.80475,                 1.0718,                 1.0022,                0.62759,                  1.096,              0.0001685,              0.0001685,              0.0001685
                    456,                0.72091,                0.67351,                0.48356,                0.99727,                0.91435,                0.98333,                0.98442,                0.81339,                0.91435,                0.98333,                0.98442,                0.81258,                 1.1132,                0.97491,                0.64352,                 1.1468,              0.0001652,              0.0001652,              0.0001652
                    457,                0.76455,                0.67502,                0.48437,                 1.0043,                0.91878,                0.98217,                0.99452,                0.81321,                0.91878,                0.98217,                0.99452,                0.81617,                 1.1064,                0.95596,                0.64562,                 1.1501,              0.0001619,              0.0001619,              0.0001619
                    458,                 0.7796,                0.68254,                0.51306,                0.99829,                 0.9162,                 0.9746,                0.99406,                0.80877,                 0.9162,                 0.9746,                0.99406,                0.80941,                  1.096,                0.95734,                0.63493,                 1.1336,              0.0001586,              0.0001586,              0.0001586
                    459,                0.81114,                0.68269,                0.53407,                 1.0146,                0.91335,                0.97602,                  0.995,                0.85234,                0.91174,                0.96667,                0.99356,                0.80978,                 1.0728,                 1.0232,                0.63848,                 1.1205,              0.0001553,              0.0001553,              0.0001553
                    460,                0.73314,                0.64738,                  0.487,                 0.9957,                0.91166,                0.98333,                0.99452,                0.85829,                0.89604,                0.96667,                0.99227,                0.81212,                 1.0432,                 1.0734,                0.62786,                   1.13,               0.000152,               0.000152,               0.000152
                    461,                 0.7264,                  0.625,                0.48151,                 1.0085,                0.89302,                0.98333,                0.99073,                0.85424,                0.87966,                0.96667,                 0.9878,                0.80583,                 1.0648,                   1.05,                0.63232,                 1.1579,              0.0001487,              0.0001487,              0.0001487
                    462,                0.85974,                0.81855,                0.53342,                 1.0095,                0.89059,                0.98333,                0.99123,                0.85179,                0.87677,                0.96179,                0.98871,                0.80466,                 1.0852,                 1.0099,                0.63716,                 1.1637,              0.0001454,              0.0001454,              0.0001454
                    463,                 0.7595,                0.70213,                0.51493,                 1.0151,                0.89891,                0.96841,                0.99452,                0.85625,                0.88956,                   0.95,                0.99244,                0.81881,                 1.0913,                0.96237,                0.62324,                 1.1633,              0.0001421,              0.0001421,              0.0001421
                    464,                0.73109,                0.60856,                0.49108,                 1.0209,                0.87808,                0.96667,                0.99403,                0.81238,                0.87808,                0.96667,                0.99403,                0.81378,                 1.0848,                0.95164,                0.60834,                 1.1453,             0.00013879,             0.00013879,             0.00013879
                    465,                0.77393,                0.71092,                0.53673,                 1.0383,                0.88727,                0.98333,                0.98339,                0.81479,                0.88727,                0.98333,                0.98339,                0.81121,                 1.1179,                0.96634,                0.59356,                 1.1574,             0.00013549,             0.00013549,             0.00013549
                    466,                0.77899,                0.73722,                0.52522,                 1.0231,                0.87528,                0.98333,                0.98402,                0.80841,                0.87528,                0.98333,                0.98402,                0.79978,                 1.1337,                0.98055,                0.61455,                 1.1523,             0.00013219,             0.00013219,             0.00013219
                    467,                0.78471,                0.74384,                0.50391,                 1.0074,                0.87701,                0.98333,                0.98502,                0.81616,                0.87701,                0.98333,                0.98502,                0.80479,                 1.1084,                0.97669,                0.60526,                 1.1398,             0.00012889,             0.00012889,             0.00012889
                    468,                0.75873,                0.70125,                0.51425,                  1.002,                0.88494,                0.98333,                0.98593,                 0.8067,                0.88494,                0.98333,                0.98593,                  0.806,                 1.1121,                0.96173,                0.59955,                 1.1599,             0.00012559,             0.00012559,             0.00012559
                    469,                0.72986,                0.68513,                0.48687,                0.96375,                 0.8856,                0.98333,                0.98567,                0.80216,                 0.8856,                0.98333,                0.98567,                 0.8084,                 1.1038,                0.95527,                0.61138,                  1.134,             0.00012229,             0.00012229,             0.00012229
                    470,                0.74672,                0.68895,                0.51076,                 1.0096,                0.88801,                0.98333,                0.98555,                0.80399,                0.88801,                0.98333,                0.98555,                0.80843,                 1.1136,                0.93272,                0.60502,                 1.1537,             0.00011899,             0.00011899,             0.00011899
                    471,                0.76215,                 0.6841,                0.49616,                0.96083,                0.88688,                0.98333,                0.98567,                0.81022,                0.88688,                0.98333,                0.98567,                0.80667,                 1.1028,                0.93417,                0.59182,                 1.1411,             0.00011569,             0.00011569,             0.00011569
                    472,                0.75143,                0.63762,                0.49805,                0.96223,                0.88959,                0.98333,                0.99452,                0.81152,                0.88959,                0.98333,                0.98533,                0.80748,                 1.0791,                0.93805,                 0.6011,                 1.1222,             0.00011239,             0.00011239,             0.00011239
                    473,                0.73211,                0.68652,                0.49797,                 1.0049,                0.89247,                0.98333,                0.98555,                0.81581,                0.89247,                0.98333,                0.98555,                0.81839,                 1.0478,                0.94481,                0.59592,                 1.1188,             0.00010909,             0.00010909,             0.00010909
                    474,                0.72731,                0.77574,                 0.4899,                0.97555,                0.88928,                0.98333,                0.98567,                0.81413,                0.88928,                0.98333,                0.98567,                0.80768,                 1.0489,                0.94214,                0.61482,                 1.1137,             0.00010579,             0.00010579,             0.00010579
                    475,                 0.7713,                0.64068,                0.50658,                0.97592,                0.87705,                0.98333,                0.99452,                0.80881,                0.87933,                0.98333,                0.98567,                0.81433,                 1.0542,                0.93841,                0.62378,                 1.1225,             0.00010249,             0.00010249,             0.00010249
                    476,                0.73586,                0.69039,                 0.4648,                0.98525,                0.87127,                0.98571,                0.99452,                0.81414,                0.87176,                0.98333,                0.98533,                0.81023,                 1.0411,                0.96356,                0.62664,                 1.1063,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    477,                0.71209,                0.69372,                0.48117,                0.96728,                0.87451,                0.98333,                0.98567,                0.81772,                0.87451,                0.98333,                0.98567,                0.80875,                 1.0416,                0.95581,                0.61321,                 1.1121,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    478,                0.72962,                 0.6668,                0.49766,                 1.0061,                 0.8787,                0.98333,                0.98555,                0.87286,                 0.8787,                0.98333,                0.98555,                0.81208,                 1.0418,                0.94339,                0.60418,                  1.108,             9.2585e-05,             9.2585e-05,             9.2585e-05
                    479,                0.77139,                 0.6917,                 0.5286,                0.99482,                0.87894,                0.98333,                0.98502,                0.82351,                0.87894,                0.98333,                0.98502,                0.81627,                 1.0702,                0.94647,                0.59631,                 1.1455,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    480,                0.72232,                0.68485,                0.48405,                0.98568,                0.88098,                0.98333,                0.98533,                 0.8185,                0.88098,                0.98333,                0.98533,                  0.809,                  1.071,                0.95108,                0.58559,                 1.1446,             8.5984e-05,             8.5984e-05,             8.5984e-05
                    481,                0.77002,                0.67537,                0.50877,                0.99979,                0.87961,                0.98333,                0.98533,                0.86387,                0.87961,                0.98333,                0.98533,                0.77197,                  1.068,                0.95053,                0.58607,                 1.1488,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    482,                0.70311,                0.63184,                0.46411,                0.99505,                0.88217,                0.98333,                0.98567,                0.81983,                0.88217,                0.98333,                0.98567,                0.76898,                 1.0776,                0.95388,                0.58692,                 1.1474,             7.9383e-05,             7.9383e-05,             7.9383e-05
