Unnamed: 0,Timestamp,ImageName,OutputPath,Label,Confidence,CoordinateStart,CoordinateEnd,ScanLength
,2024-08-05,sample_238.png,runs/segment/result/image\2024-08-05\sample_238.png,0.0,0.9746582508087158,"[517, 412]","[1502, 1571]",1521.0213673712806
,2024-08-05,sample_239.png,runs/segment/result/image\2024-08-05\sample_239.png,0.0,0.9736613631248474,"[523, 412]","[1509, 1574]",1523.9553799242285
,2024-08-05,sample_240.png,runs/segment/result/image\2024-08-05\sample_240.png,0.0,0.9736150503158568,"[525, 412]","[1510, 1574]",1523.3085701853056
,2024-08-05,sample_241.png,runs/segment/result/image\2024-08-05\sample_241.png,0.0,0.9715880155563354,"[515, 412]","[1509, 1571]",1526.865088997715
,2024-08-06,sample_242.png,runs/segment/result/image\2024-08-06\sample_242.png,0.0,0.973514437675476,"[516, 409]","[1502, 1574]",1526.244082707612
,2024-08-06,sample_243.png,runs/segment/result/image\2024-08-06\sample_243.png,0.0,0.9736456274986268,"[522, 412]","[1510, 1571]",1522.9658564787328
,2024-08-06,sample_244.png,runs/segment/result/image\2024-08-06\sample_244.png,0.0,0.9739757776260376,"[503, 406]","[1507, 1574]",1540.2077781909816
,2024-08-06,sample_245.png,runs/segment/result/image\2024-08-06\sample_245.png,0.0,0.9755391478538512,"[509, 409]","[1514, 1574]",1538.587014113924
,2024-08-06,sample_246.png,runs/segment/result/image\2024-08-06\sample_246.png,0.0,0.9747219681739808,"[524, 412]","[1515, 1571]",1524.9137680537874
,2024-08-06,sample_247.png,runs/segment/result/image\2024-08-06\sample_247.png,0.0,0.974214255809784,"[523, 409]","[1504, 1574]",1523.0187129513545
,2024-08-06,sample_248.png,runs/segment/result/image\2024-08-06\sample_248.png,0.0,0.9752922654151917,"[512, 409]","[1503, 1571]",1527.195141427578
,2024-08-06,sample_249.png,runs/segment/result/image\2024-08-06\sample_249.png,0.0,0.972404718399048,"[522, 406]","[1509, 1574]",1529.1804994833017
,2024-08-06,sample_250.png,runs/segment/result/image\2024-08-06\sample_250.png,0.0,0.974102020263672,"[519, 406]","[1495, 1571]",1519.802947753425
,2024-08-06,sample_251.png,runs/segment/result/image\2024-08-06\sample_251.png,0.0,0.9749653339385986,"[508, 409]","[1516, 1571]",1538.2808586210776
,2024-08-06,sample_252.png,runs/segment/result/image\2024-08-06\sample_252.png,0.0,0.9742863178253174,"[524, 406]","[1505, 1574]",1525.314721623049
,2024-08-06,sample_253.png,runs/segment/result/image\2024-08-06\sample_253.png,0.0,0.9718667268753052,"[530, 409]","[1491, 1574]",1510.2138921358126
,2024-08-06,sample_254.png,runs/segment/result/image\2024-08-06\sample_254.png,0.0,0.9744800329208374,"[516, 409]","[1497, 1574]",1523.0187129513545
,2024-08-06,sample_255.png,runs/segment/result/image\2024-08-06\sample_255.png,0.0,0.9728740453720092,"[516, 406]","[1503, 1571]",1526.8903038528997
,2024-08-06,sample_256.png,runs/segment/result/image\2024-08-06\sample_256.png,0.0,0.9722188711166382,"[520, 409]","[1514, 1574]",1531.424500261113
,2024-08-06,sample_257.png,runs/segment/result/image\2024-08-06\sample_257.png,0.0,0.973926842212677,"[523, 412]","[1512, 1571]",1523.6147807106624
,2024-08-06,sample_258.png,runs/segment/result/image\2024-08-06\sample_258.png,0.0,0.9728492498397828,"[522, 412]","[1501, 1574]",1519.4357505337302
,2024-08-06,sample_259.png,runs/segment/result/image\2024-08-06\sample_259.png,0.0,0.9738165140151978,"[502, 409]","[1516, 1574]",1544.480818916182
,2024-08-06,sample_260.png,runs/segment/result/image\2024-08-06\sample_260.png,0.0,0.9566965699195862,"[1157, 291]","[1365, 1763]",1486.623018791247
,2024-08-06,sample_261.png,runs/segment/result/image\2024-08-06\sample_261.png,0.0,0.9579246044158936,"[1158, 291]","[1354, 1763]",1484.9915824677255
,2024-08-06,sample_262.png,runs/segment/result/image\2024-08-06\sample_262.png,0.0,0.95747309923172,"[1155, 291]","[1355, 1766]",1488.4975646604196
,2024-08-06,sample_263.png,runs/segment/result/image\2024-08-06\sample_263.png,0.0,0.9572527408599854,"[1155, 291]","[1354, 1763]",1485.3905210415203
,2024-08-06,sample_264.png,runs/segment/result/image\2024-08-06\sample_264.png,0.0,0.9660016298294067,"[814, 332]","[1856, 1494]",1560.7716040471778
